Gene,placenta_1,placenta_2,Uterus_D14_1,Uterus_D14_2,Uterus_D14_3,placenta_term_1,placenta_term_2,placenta_term_3,placenta_term_4,PTR2_1,PTR2_2,PTR2_3,sTO01_1,sTO01_2,sTO02_1,sTO02_2,sTO02_3,sTO03_1,sTO03_2,sTO03_3
MYCT1,1.744527985,5.900645508,5.266160261,2.563320185,4.609472305,9.07868651,8.163128431,3.812104582,6.717914175,0.037703857,0.026796888,8.95E-03,0,0,0.040369711,8.22E-03,0.04409248,0.01777291,0,0
ENSSSCG00000004081,0.045919416,0.181959169,0.20651869,0.139904431,0.090551731,2.06814148,1.403994447,1.034384688,0.844074995,2.15E-03,0,2.04E-03,0,2.05E-03,0.012863836,3.74E-03,6.02E-03,4.05E-03,5.29E-03,1.88E-03
ENSSSCG00000059324,0.023352545,0.074910282,0.035008699,0,0.026995137,0.54874619,0.670461171,0.387465518,0.53572141,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000049158,0.116509377,0.830530503,0.261995538,0.299587609,0.134682822,2.71242792,2.450700665,1.610936725,2.239368899,0,0,0,0,0,0.013210969,0.026887783,0,0,0,0
ENSSSCG00000004082,0.88189697,2.394926764,9.788687444,7.597891283,8.179290792,4.87199192,6.328159616,3.00207242,5.449798828,0,6.59E-03,0,0.159667604,0.159437859,0.073508516,0.082891524,0.075947392,0.01093324,0.01143787,4.06E-03
ESR1,0.356130743,0.202762932,9.83881717,7.125446637,9.939154848,0.57057843,0.915682506,0.242496051,1.023740829,0.011020598,3.48E-03,0.017431109,4.08E-03,0,0.012586465,3.20E-03,0.010310362,0.02077964,0.015096343,6.43E-03
ENSSSCG00000046251,0,8.97E-03,0.025160692,0,0.029102038,0.03834279,0.010038735,5.57E-03,0.020812003,0,0,0,0,0,0,0,0,0,0,0
CCDC170,1.557983195,1.142330919,3.498682264,4.800355889,4.645848994,1.20373111,1.316045688,1.223921381,1.525846049,1.525347533,1.502895668,1.639302379,0.987014569,0.607596521,1.02534509,1.017007197,1.186053604,1.24281133,1.357461256,1.234133347
ARMT1,4.505263879,2.482009327,1.102360465,1.142944286,1.230637466,3.27026281,2.606128117,4.162767409,2.657242426,1.20296041,0.90453149,1.298802162,3.194002286,2.742272064,4.028316138,3.840993689,4.012417226,4.08443015,4.710704205,4.057621568
RMND1,3.173368164,2.127713847,0.913196394,1.233890508,1.086424311,1.21176363,1.211035138,2.22160982,2.122209301,2.13804229,2.362288301,2.247669911,0.992542415,0.910650076,1.566926647,1.381678306,1.651071268,1.85928051,1.882229296,1.860352572
ENSSSCG00000050987,0.193537308,0.133363243,0.515803072,0.578226769,0.765639322,0.7551605,0.409022774,0.867729985,0.349322489,0.560223351,0.462903772,0.43764526,0.238949949,0.169591302,0.444754956,0.410909925,0.418656068,0.40255962,0.38744876,0.359000148
ENSSSCG00000042025,0.089390028,0,0.241214458,0.610754879,0.413333298,0.10502589,0.128321226,0.189844445,0.088677232,0,0.04036852,0,0.126131415,0.16268532,0.036489285,0.086642799,0.185986327,0.06693559,0.151720907,0.111923886
ZBTB2,1.449928741,0.796712905,2.988760477,3.051427394,2.968080488,0.93327002,1.246673406,1.115987877,1.37968362,0.999676208,1.197412406,1.017010048,1.820338853,1.855404002,2.212644866,1.958871053,2.326904006,2.15634483,2.169107682,1.996136456
AKAP12,6.910729629,14.69085435,19.09049751,15.54872995,19.80188192,12.0442852,14.32679145,6.856370702,12.65754449,0.499419545,0.486532399,0.633415806,11.76922663,11.71089239,6.812573429,7.250027304,6.008539576,4.95916445,3.836185385,3.699357981
MTHFD1L,0.867316836,1.296632594,3.395039913,2.407182989,3.527678066,2.16490516,2.156743737,1.444382279,1.941876903,18.1085881,17.90364985,19.11623786,12.57090631,12.64848665,9.304514022,11.48681695,9.953686985,8.83973751,7.832269537,7.988242834
PLEKHG1,0.646236074,1.663851875,4.710139854,4.254216995,5.617526976,3.14421563,3.008365069,1.636569459,2.738837243,1.127870539,1.276800385,1.611951138,0.738631877,0.851137225,0.624778946,0.621076972,0.720304898,0.89458568,0.821527918,1.005513084
ENSSSCG00000026396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000040966,0,0,0,0,0,0,0,0,0,0,0,0,0.085188758,0,0.065719326,0.066878024,0.071779757,0,0.063059581,0
IYD,0.039211811,0.450724676,0,0.010802968,0.011332044,0.94700753,0.791569161,0.494457929,0.437615281,0,0,0,0,0,0,0,0,0,0,0
PPP1R14C,0.012849817,0,2.658384338,1.508108948,1.834489427,4.19E-03,0,4.26E-03,0.01593419,0,0,0,0,4.87E-03,0,0,0,4.81E-03,0,0
ENSSSCG00000035574,0.035177301,0.03761391,0.07910347,0,0.101660878,0.03444202,0.0841629,0.023346477,0.054526246,0.461011373,0.569250576,0.795463126,0.046533743,0.026675377,0.011966236,0,0,0.0263409,0,0.012234711
ENSSSCG00000032525,9.592671209,2.735232557,0.247410626,0.318273751,0.262319526,5.06301546,6.675473169,5.777738695,3.504614367,8.143445074,9.036746321,9.951827944,2.310492368,1.314056204,1.375427513,1.985257148,1.51759439,1.17400031,1.185092595,1.176688905
ENSSSCG00000033578,0,0.100213652,0.093668037,0.447557874,0.144454471,0,0,0,0,0,0,0.023548104,0,0.023690145,0,0,0,0,0,0
ENSSSCG00000004096,0.219897855,0.029391177,0.082414335,0.302912494,0,0.39471942,0.328820727,0.456068265,0.01704253,0.196489203,0.641350148,0.414378563,0,0.062531711,0.018700621,0,0.040850268,0.04116508,0,0.01912019
ENSSSCG00000041378,0,0,0.063312053,0.11635119,0.195279188,0,0,0.028028734,0,0,0.015893412,0.015916623,0,0,0,0.014619415,0,0,0,0
ULBP1,0.218124485,0.583083019,0.752097266,0.57690173,0.579940691,1.60885782,1.852639616,1.05678373,0.67620362,0,0,0,0,0.016540646,0,0,0,0,0,0
LRP11,1.224019738,3.394708601,3.426242571,3.677816514,3.946371756,5.62390589,7.166839944,2.37360743,2.27080736,0.022785832,0,0.057663994,0,7.25E-03,0,0.019861638,0.01421158,0.02864221,0.024970167,0.019955422
PCMT1,3.407701585,4.469235225,3.413116146,3.506055468,3.774398299,4.10519384,3.470631563,3.309216002,3.25308798,5.342931367,5.725601728,5.767321912,4.08934946,4.280734161,5.33932349,5.307497505,5.853622953,5.11812791,5.4570791,5.14101063
NUP43,0.485255362,0.52497163,0.641880875,0.868193808,0.937111114,0.65211512,0.669276648,0.545597974,0.704380885,1.3829817,1.134378129,1.153247416,2.668342037,2.290103647,2.78869416,2.707430712,2.871930977,3.02230886,3.063417867,2.851261576
ENSSSCG00000031644,0.17191167,0,0,0.252598215,0.397453827,0.26182852,0.205652285,0.380314553,0.461881456,0.227572241,0.819483487,0.56151807,0.202142814,0.347633917,0.194930203,0.396734042,0.212906059,0.34327494,0.336674033,0.318885882
LATS1,4.869231635,2.45965735,2.630212889,3.107858896,3.805914633,5.58182318,4.886906112,6.526477124,4.515074338,2.339743303,2.344366539,2.602487929,5.887229599,5.729129685,5.726535399,5.872488475,6.071132675,4.32082186,5.096029299,4.420642933
KATNA1,2.521687762,1.961467019,3.261486355,3.590812511,3.395149531,2.64325973,2.138245739,2.546488359,2.29924614,1.19780508,1.198338483,1.129275853,2.581410382,2.283423552,2.620496704,2.820744229,2.751926714,2.98417433,2.866270055,3.040427132
GINM1,25.83957181,23.43993735,9.809964334,10.16789298,11.18592127,19.4344329,14.35958787,17.57264863,17.84163251,3.417327546,3.540022574,3.773317828,20.7389969,22.73925313,25.16467177,21.47431787,24.51307649,19.3181435,22.40547586,19.10634336
PPIL4,2.268065419,2.114745102,1.396325871,1.459669739,1.712938302,2.38054516,2.318891999,2.781739024,2.418728332,1.109689472,0.878585676,1.039430449,3.696338662,3.893857449,3.682751118,3.408506104,3.447097639,3.36949843,3.427102079,3.374114974
ZC3H12D,0.011434936,0.012226995,17.228266,13.26930888,8.459896559,0.08210342,0.013679239,0.045534843,0.085078156,0,0,0.017238522,0,0,0,0,0,0,0,0
TAB2,14.06533897,11.05889231,8.572138496,8.955224815,10.3419294,6.43194193,6.029629854,8.219178403,5.240377687,3.862472146,3.835310353,3.90668045,46.42551144,51.41960686,50.02652809,47.36858848,48.12159651,43.5356184,47.07914256,41.97602887
ENSSSCG00000055645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UST,7.342588933,3.303380206,5.26586333,6.52925984,4.500791456,3.50362765,2.881491699,4.35351729,3.100614609,1.624656903,1.343140693,1.685365217,9.541970212,8.916247894,12.79333158,11.57831609,12.17011306,10.4892816,10.89422228,10.74493519
ENSSSCG00000042082,0.011858288,0,0,0.052271883,0.013707975,0.09288338,0.04255704,0.062960882,0.022056993,9.42E-03,0,0,0.031373101,0.053953705,0.024202947,0.01641978,0,8.88E-03,7.74E-03,0
SASH1,1.734236996,3.314957428,5.11627052,5.563568107,5.608344206,3.6223735,4.876615905,2.282063937,4.423148175,2.75828701,3.029589431,3.192169867,27.47265498,30.74070685,35.841772,35.9282092,34.85459749,25.2730623,24.84508434,24.37402063
ENSSSCG00000054991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000053439,0,0.015271548,0.053527733,0.031478445,0.041275128,0.05127369,0.051256214,0.02369714,0.039848564,5.67E-03,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000059819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000053361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000048882,0,0,0.017490926,0.025715041,0,0.03807815,0.090721992,0.092920412,0.02170178,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000043818,0,0,0,0.042218965,0.01107166,0.08127174,0.068744956,0.031782661,0.02969166,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061000,0,0,0.029306993,0.032315207,0.011299282,0.063802,0.081851327,0.051897726,0.042422926,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000044949,0,0,0,0,9.98E-03,0.04510148,0.041328929,0.034393476,0.042840945,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057539,0,0,0,0.020827586,0,0.01850456,0.028261222,0.018814941,0.029295157,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000046600,0,0,0,0,0.037366852,0.02813253,0.032224198,0.05720879,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000047761,0,0,0,0.012149425,0.025488887,0.10074706,0.032971426,0.102436898,0.061519829,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057293,0,0,7.85E-03,0.028842605,0.030255173,0.08541873,0.059488099,0.104221759,0.016227491,0,0,0,0,0,7.12E-03,0,0,0,0,0
ENSSSCG00000058965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000053486,0,0,0,0.035590744,0.068445303,0.12297094,0.09336752,0.046441029,0.043385645,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000049293,0,0,0,0,0.010446886,0.08258446,0.086487566,0.089967491,0.061635548,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060937,0,0,0,0,0,0.01225014,0.011225469,4.15E-03,7.76E-03,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000055386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000053033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060702,0,6.96E-03,0.019519185,0.02152273,0,0.03824435,0.027257508,0.047527114,0.028254721,0,0,0,0,0,0,0,0,4.88E-03,0,0
ENSSSCG00000054837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000051997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000042893,0,0,0.032022699,0.023539778,0,0.02091425,0.044718003,0.021265043,0.026488004,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056435,0,0,0,0.051246683,0,0.03035389,0.120531306,0.041150693,0.067275887,0,0,0,0,0,0.010545893,0,0,0,0,0
ENSSSCG00000060195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000041768,0,0,0,0,0,0.0356581,0.013070181,0.029004959,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000050246,0,0,0,0.034838871,0,0.05158848,0.104001298,0.094416792,9.80E-03,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000051113,0.01268906,0,0.019022658,0.034958729,0.029336667,0.0538366,0.056923146,0.054739603,0.066873098,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000058389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000063171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000055680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000055463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000059375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMD5,0.173780276,0.335670195,0.201693445,0.358305077,0.427694879,0.6330233,0.737665805,0.706889007,0.761177549,0,0,0,4.94E-03,4.25E-03,0.011441555,0.011643282,0,4.20E-03,3.66E-03,0
STXBP5,9.106503649,5.488984828,0.557832883,0.604068453,0.689155146,10.605892,9.649351234,14.56514724,8.570980911,1.703371492,1.496712194,1.773344094,5.931456267,5.215588676,6.636485272,6.268726526,6.606286049,6.85194055,6.869389828,6.540462654
ENSSSCG00000047452,0,0,0,0.050311197,0,0.0148999,0.122882254,0.106048702,0.042459297,0.018130662,0,0.051618575,0,0,0,0,0,0,0,0
ENSSSCG00000047924,8.80E-03,0,0,0,0,0.08038794,0.068402126,0.151795974,0.043633607,0,0,0,7.76E-03,0,0,0,0,6.59E-03,0,0
ENSSSCG00000041638,0,0.025130818,0.035234038,0,0,0.09716007,0.084347088,0.124787041,0.048573844,6.22E-03,0.011793206,0.023620858,0.01381795,0,0,0,0,0,0,0
ENSSSCG00000044212,0.010456483,0.022361534,0,0.023046332,0.012087513,0.06142752,0.031271868,0.041638562,0.038899136,8.31E-03,0.015740486,0.055172156,0,0,7.11E-03,0,0,0,0,0
ENSSSCG00000043354,5.27E-03,0.0112757,0.079044072,0.023242012,0.012190145,0.08604039,0.081997212,0.090982893,0.019614709,0.029315059,0,0.011922987,4.65E-03,4.00E-03,3.59E-03,7.30E-03,3.92E-03,3.95E-03,3.44E-03,0
ADGB,0.313753302,0.182992308,0.726919461,0.572075288,0.791331016,0.33139841,0.37533277,0.412677653,0.307714482,0.140459942,0.081579627,0.167697466,0.437682396,0.359047375,0.380344129,0.347555087,0.334878001,0.15805031,0.160131612,0.214279476
ENSSSCG00000060764,0,0,0,0,0,0,0,0,0,5.33E-03,0.015153776,5.06E-03,0,0,0,0,0,0,0,0
ENSSSCG00000041974,0,0,0,0,0,0.02616807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB32,38.38945823,18.67373113,12.24140508,13.31587033,15.04107903,8.0000816,11.37749468,14.44119646,12.28148706,9.809728553,10.3143725,9.938079215,29.27647758,29.49298107,51.71115281,44.7038442,47.57116184,24.9526184,27.55661289,25.95960268
GRM1,0,0,6.65E-03,4.89E-03,0,0,2.65E-03,5.89E-03,0.021998054,0,0,0,0,3.36E-03,0,6.14E-03,3.30E-03,3.32E-03,0.011580684,0
SHPRH,1.656885587,1.269985431,0.462563188,0.526345697,0.82085616,3.34382758,2.899800058,3.237211698,3.320367359,1.101147439,1.339340646,1.31580879,3.127394189,2.968010879,3.203440554,2.981920076,3.278995823,3.10487037,3.101385629,3.084204318
ENSSSCG00000048523,0.110447788,0.078732081,0.137980442,0.060857374,0.063837865,0.03604639,0.242229279,0.085519008,0.091305897,0.029241587,0.013855056,0.027750579,0.129870338,0.041876953,0,0.038233353,0.027357076,0.02756791,0,0
FBXO30,1.950877711,1.836826339,1.043086853,1.122638773,1.389283762,5.90414306,4.573952069,5.441964219,7.515470557,0.438940542,0.503652493,0.491841059,1.435672895,1.46927627,1.214009949,1.240023936,1.311119305,1.25640883,1.571280548,1.111565011
EPM2A,0.17397579,0.158122513,0.925889001,0.5559977,0.623450299,0.36339052,0.426649123,0.259794633,0.377537356,0.096727961,0.052378289,0.045897934,0.138084693,0.085753178,0.118362422,0.192718835,0.10988582,0.12376004,0.164679608,0.133119814
ENSSSCG00000062078,0,9.86E-03,0.013816851,0.020313441,5.33E-03,0.01804776,0.027563573,0.027525719,0.022857587,0.010980542,0.010405455,3.47E-03,0,0,0,3.19E-03,0,0.01035206,3.01E-03,0.019233122
ENSSSCG00000061300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000055628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000058958,0,0.036841189,0.014757792,0.010848403,5.69E-03,0.25059883,0.244357628,0.189468257,0.073242631,0,0,0,4.34E-03,0,0,0,0,3.69E-03,0,0
ENSSSCG00000055717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000058168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000057824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000058211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTRN,3.863736596,5.274448811,6.500336251,6.281456034,8.517344922,9.52548967,11.64059357,12.02629949,13.39067489,3.508017394,3.398857996,3.737257262,1.009822513,1.039535831,0.152044673,0.159510696,0.184897958,0.2311784,0.221092897,0.227574707
ENSSSCG00000057517,0,0,0.205478983,0,0,0,0,0,0.169964694,0,0,0,0,0,0,0,0,0,0,0
STX11,8.149790559,2.931293587,4.407285444,11.12734782,6.682182334,2.58289388,2.188775796,2.83203333,2.568801896,0.256164889,0.261421685,0.374004949,1.006428941,1.034717543,1.004275956,0.867396797,0.967841609,0.8917032,1.166075247,1.061322544
ENSSSCG00000061254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF3B5,7.694529248,10.34670763,62.21998068,69.50588296,61.45458479,2.58733009,2.301178154,1.779609824,4.553881619,6.204090131,6.142407984,4.13021116,8.636377481,9.017503921,13.24584339,17.59583881,13.94754936,15.364513,15.98234201,15.08385202
ENSSSCG00000061752,0.535878802,0.777233905,0.707908237,0.555462814,1.061066576,0.80000368,0.933019495,0.450727455,1.536261521,0.101139691,0.107823014,0.135975417,0.074865098,0.036210604,0.010829078,0.033060017,0.015770269,0.03178361,0.017318019,7.38E-03
ENSSSCG00000062411,0.039633169,0.042378421,0.133685121,0.152866748,0.1603534,0.23282849,0.094823717,0.256461546,0.258018692,0.015739611,0.044745829,0,0.034952079,0.045081474,0,0,7.36E-03,0,0,6.89E-03
PLAGL1,19.03466329,33.20239819,14.25764318,11.83936043,14.65872003,16.9610323,24.14001642,5.25098238,42.19248656,0.516505902,0.5404397,0.551440822,0.525697319,0.48285283,0.175124739,0.178212367,0.161073008,0.1115911,0.088440641,0.103662758
ZC2HC1B,0,0,0.103791432,0.114445096,0.040016682,0.02259564,0.020705606,0.022974633,0,0,0.052110141,0,0,0,0,0,0,0,0,0
LTV1,3.008475802,3.274014807,1.499558287,1.926956734,2.294959235,2.84591033,2.265323137,2.493298311,2.390808256,0.67319124,0.741382809,0.719443333,6.161487985,5.292301105,6.841653909,6.44420531,7.132133935,8.18768888,7.905630094,7.584722709
ENSSSCG00000039614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000054762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHACTR2,3.721261496,8.274063878,3.957443559,4.123080366,3.579584978,12.2940008,13.16603633,6.887597307,14.28074872,3.531860897,3.089044288,3.19988066,5.455747543,6.142933037,2.668813938,3.390184351,2.874993186,6.01057946,6.116988135,5.933969985
U6_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUCA2,13.36765447,23.9650601,23.87006741,23.19113962,21.97541661,24.5799689,20.09774394,13.68546711,17.55979444,15.16641753,15.49307272,15.20538475,10.34723055,9.328845375,14.32553155,12.81766702,13.64015329,16.4109124,18.40145313,16.92947128
PEX3,2.256077379,1.696821044,2.092360913,1.970016097,2.044396097,1.92812537,1.206486944,1.636893911,2.394563846,0.880775354,0.813060629,0.843070957,2.605041693,2.464727745,4.981908915,4.368187638,4.837522651,4.48825519,5.466748571,4.614903861
ADAT2,0.483485052,0.533650968,1.052145073,1.01405042,0.991597387,0.61081179,0.326503307,0.590004131,0.61887708,0.656541833,0.551723795,0.576041425,1.650504886,1.194512723,1.623445873,1.760047236,1.935404471,1.91528417,1.944633354,1.865997269
ENSSSCG00000052089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062566,0,0,0,0,0.012154341,0,0.025155808,0.013956256,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062051,0,0,0.023606866,0.017353327,0.012135471,6.85E-03,0,0.010450942,0,0,0,3.96E-03,0,0,0,3.63E-03,0,0,0,0
AIG1,0.344000023,1.62178579,3.21142743,2.51579255,2.65707891,1.4390958,1.964053297,0.788693428,1.279713613,5.377604562,5.578489659,6.399881003,3.185385373,2.620451422,2.755247266,3.215197103,3.067422714,5.87770142,6.002001819,5.688512008
U2_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000043315,0,0,0.074842222,0.082524396,0.057710687,0,0,0,0.015476687,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060727,0.082261059,0.123142594,0.036996216,0.08158738,0.04754618,1.51418244,1.225157225,1.828933613,0.571235759,0.058803338,0.111447236,0.086807772,0.036272585,0.049903652,0.011193073,5.70E-03,0.018337894,0,0.016110112,5.72E-03
ENSSSCG00000062594,0,0.02663613,0.037344522,0.027451832,0.014398143,0.67478909,0.886544019,0.89276623,0.29345521,0.158285203,0.028124118,0.056330381,0.010984224,0.018890054,8.47E-03,0,0,0,0,0
ENSSSCG00000056436,0.046824877,0.141860106,0.058497479,0.051601559,0.054128746,1.16398236,1.218327598,1.35701773,0.449998854,0.17975814,0.15859579,0.167651147,0.010323593,0.014794948,5.31E-03,0,5.80E-03,0,0,2.71E-03
ENSSSCG00000053034,0.041821826,0.076660591,0.035826691,0.092176278,0.034532362,0.83455224,0.82192269,0.868376185,0.28152801,0.085416669,0.116917844,0.085564739,0.026344452,0.018122286,8.13E-03,4.14E-03,0,0,3.90E-03,0
ENSSSCG00000063525,0.070697876,0.196546664,0.084788725,0.124655811,0.065380416,0.71066003,0.7273325,0.703811668,0.298070053,0.044922253,0.170278118,0.170526792,0.012469544,0.010722213,0,0,0,0,9.23E-03,0
ENSSSCG00000044542,7.10E-03,0.026584829,0.026623284,0.043055509,0.032846657,0.6561016,0.667079648,0.645891043,0.187185349,0.149517114,0.136339763,0.179374598,3.13E-03,8.08E-03,2.42E-03,7.38E-03,2.64E-03,0.01861727,0,0
ENSSSCG00000052043,0.036547454,0.016748129,0.015654198,0.023014697,0.018106381,0.52823307,0.490294385,0.77965136,0.220125859,0.215639146,0.212204868,0.314836698,0.023022013,0.011877592,3.55E-03,0,3.88E-03,0,6.82E-03,0
